ID;Company;Article Title;Original URL;Valid?;Human Validated URL;Master URL for HTML;Source;valid article and URL
19;Alleanza Assicurazioni;Alleanza Assicurazioni: i numeri del Patto per la crescita sostenibile tra nuove competenze finanziarie e IA;http://www.msn.com/it-it/money/notizie/alleanza-assicurazioni-i-numeri-del-patto-per-la-crescita-sostenibile-tra-nuove-competenze-finanziarie-e-ia/ar-AA1yxe1I%3Focid%3Dfinance-verthp-feeds%26apiversion%3Dv2%26noservercache%3D1%26domshim%3D1%26renderwebcomponents%3D1%26wcseo%3D1%26batchservertelemetry%3D1%26noservertelemetry%3D1;No;DUPLICATE;;Claude;0
20;Alleanza Assicurazioni;Alleanza Assicurazioni le priorita | soddisfazione cliente e leadership su protezione e risparmio;https://www.zazoom.it/2025-02-06/alleanza-assicurazioni-le-priorita-soddisfazione-cliente-e-leadership-su-protezione-e-risparmio/16328243;Yes;;https://www.zazoom.it/2025-02-06/alleanza-assicurazioni-le-priorita-soddisfazione-cliente-e-leadership-su-protezione-e-risparmio/16328243;Claude;1
21;Alleanza Assicurazioni;ALLEANZA ASSICURAZIONI PRESENTA LE PRIORITA STRATEGICHE;https://www.tuttointermediari.it/alleanza-assicurazioni-presenta-le-priorita-strategiche;Yes;;https://www.tuttointermediari.it/alleanza-assicurazioni-presenta-le-priorita-strategiche;Claude;1
22;Unidea Assicurazioni;La nostra mission e offrire il servizio migliore a famiglie e imprese...;https://www.tusciaweb.eu/2024/12/la-nostra-mission-offrire-servizio-migliore-famiglie-imprese;Yes;;https://www.tusciaweb.eu/2024/12/la-nostra-mission-offrire-servizio-migliore-famiglie-imprese;Claude;1
23;Unidea Assicurazioni;Modica. Occupiamoci di...ripartono le Assemblee ed e boom di partecipanti;https://www.radiortm.it/2024/12/05/modica-occupiamoci-diripartono-le-assemblee-ed-e-boom-di-partecipanti;No;FALSE_POSITIVE;;Claude;0
24;Alleanza Assicurazioni;Alleanza Assicurazioni: dalla convention le priorità strategiche per crescere;https://www.wallstreetitalia.com/alleanza-assicurazioni-dalla-convention-le-priorita-strategiche-per-crescere/&ved=2ahUKEwin2Lur2taLAxVyQvEDHeNwFzoQxfQBegQIARAC&usg=AOvVaw2tI9s4I-OBlYjddgZcj1hr;No;;https://www.wallstreetitalia.com/alleanza-assicurazioni-dalla-convention-le-priorita-strategiche-per-crescere;Claude;1
25;Alleanza Assicurazioni;"Alleanza Assicurazioni: i numeri del ""Patto per la crescita sostenibile"" tra nuove competenze finanziarie e IA";http://www.msn.com/it-it/money/notizie/alleanza-assicurazioni-i-numeri-del-patto-per-la-crescita-sostenibile-tra-nuove-competenze-finanziarie-e-ia/ar-AA1yxe1I%3Focid%3Dfinance-verthp-feeds%26apiversion%3Dv2%26noservercache%3D1%26domshim%3D1%26renderwebcomponents%3D1%26wcseo%3D1%26batchservertelemetry%3D1%26noservertelemetry%3D1&ved=2ahUKEwin2Lur2taLAxVyQvEDHeNwFzoQxfQBegQIBxAC&usg=AOvVaw0lp4QktBdzJf7mThOeYKbd;Yes;;;Claude;0
26;Alleanza Assicurazioni;Alleanza Assicurazioni le priorità | soddisfazione cliente e leadership su protezione e risparmio;https://www.zazoom.it/2025-02-06/alleanza-assicurazioni-le-priorita-soddisfazione-cliente-e-leadership-su-protezione-e-risparmio/16328243/&ved=2ahUKEwin2Lur2taLAxVyQvEDHeNwFzoQxfQBegQIBRAC&usg=AOvVaw1Gdg0jYLt59yFm8QnMM3Kr;Yes;;https://www.zazoom.it/2025-02-06/alleanza-assicurazioni-le-priorita-soddisfazione-cliente-e-leadership-su-protezione-e-risparmio/16328243;Claude;1
27;Alleanza Assicurazioni;ALLEANZA ASSICURAZIONI PRESENTA LE PRIORITA' STRATEGICHE;https://www.tuttointermediari.it/alleanza-assicurazioni-presenta-le-priorita-strategiche/&ved=2ahUKEwin2Lur2taLAxVyQvEDHeNwFzoQxfQBegQICBAC&usg=AOvVaw2W-aW0hrEQI_eklquPl0P1;No;;https://www.tuttointermediari.it/alleanza-assicurazioni-presenta-le-priorita-strategiche;Claude;1
28;Unidea Assicurazioni;La nostra mission è offrire il servizio migliore a famiglie e imprese...;https://www.tusciaweb.eu/2024/12/la-nostra-mission-offrire-servizio-migliore-famiglie-imprese/&ved=2ahUKEwjOrOuv2taLAxVucfEDHTtwLTAQxfQBegQICRAC&usg=AOvVaw3cxgY-whVvOf0pGGLqDMxP;No;;https://www.tusciaweb.eu/2024/12/la-nostra-mission-offrire-servizio-migliore-famiglie-imprese;Claude;1
29;Unidea Assicurazioni;Modica. Occupiamoci di...ripartono le Assemblee ed è boom di partecipanti;https://www.radiortm.it/2024/12/05/modica-occupiamoci-diripartono-le-assemblee-ed-e-boom-di-partecipanti/&ved=2ahUKEwjOrOuv2taLAxVucfEDHTtwLTAQxfQBegQIBhAC&usg=AOvVaw0W2kF0_mYaAVOQbE2RxgiB;No;FALSE_POSITIVE;;Claude;0
30;Alleanza Assicurazioni;Alleanza Assicurazioni, Passero presenta le priorità strategiche;https://www.teleborsa.it/AMP/News/2025/02/06/alleanza-assicurazioni-passero-presenta-le-priorita-strategiche-203.html&ved=2ahUKEwjCi9Oc69aLAxXGMdAFHRDrAtUQxfQBegQIABAC&usg=AOvVaw1pcaLj53DYOAGx-ihaGzDd;Yes;;https://www.teleborsa.it/AMP/News/2025/02/06/alleanza-assicurazioni-passero-presenta-le-priorita-strategiche-203.html;Claude;1
31;Alleanza Assicurazioni;Generali, presentate le priorità strategiche di Alleanza Assicurazioni alla Convention 2025;https://www.affaritaliani.it/economia/notizie-aziende/generali-presentate-priorita-strategiche-alleanza-assicurazioni-convention-2025-955402.html&ved=2ahUKEwjpvd2M8NeLAxXRwjgGHRzJAAgQxfQBegQIAhAC&usg=AOvVaw0uRK_i8nslEqWfPKsCFmYp;No;;https://www.affaritaliani.it/economia/notizie-aziende/generali-presentate-priorita-strategiche-alleanza-assicurazioni-convention-2025-955402.html;Claude;1
32;Alleanza Assicurazioni;"Ezio Peroni (Alleanza Ass.): ""Intelligenza artificiale amplificatrice della capacità umana degli agenti""";NEW;Yes;https://www.pltv.it/tv/reportage/ezio-peroni-alleanza-ass-intelligenza-artificiale-amplificatrice-della-capacita-umana-degli-agenti;https://www.pltv.it/tv/reportage/ezio-peroni-alleanza-ass-intelligenza-artificiale-amplificatrice-della-capacita-umana-degli-agenti;Manual Input;1
33;Alleanza Assicurazioni;"Alleanza Assicurazioni: i numeri del ""Patto per la crescita sostenibile"" tra nuove competenze finanziarie e IA";http://www.msn.com/it-it/money/notizie/alleanza-assicurazioni-i-numeri-del-patto-per-la-crescita-sostenibile-tra-nuove-competenze-finanziarie-e-ia/ar-AA1yxe1I%3Focid%3Dfinance-verthp-feeds%26apiversion%3Dv2%26noservercache%3D1%26domshim%3D1%26renderwebcomponents%3D1%26wcseo%3D1%26batchservertelemetry%3D1%26noservertelemetry%3D1&ved=2ahUKEwjugMXVitiLAxW0RmwGHZFkJxMQxfQBegQIAhAC&usg=AOvVaw1NG9PEWJ4ndgF_hzcceQDS;No;DUPLICATE;;Human;0
34;Alleanza Assicurazioni;ALLEANZA ASSICURAZIONI PRESENTA LE PRIORITA' STRATEGICHE;https://www.tuttointermediari.it/alleanza-assicurazioni-presenta-le-priorita-strategiche/&ved=2ahUKEwjugMXVitiLAxW0RmwGHZFkJxMQxfQBegQIARAC&usg=AOvVaw1r5fgsNUcPCBmcdavuUGPZ;No;;https://www.tuttointermediari.it/alleanza-assicurazioni-presenta-le-priorita-strategiche;Claude;1
35;Unidea Assicurazioni;La nostra mission è offrire il servizio migliore a famiglie e imprese...  ;https://www.tusciaweb.eu/2024/12/la-nostra-mission-offrire-servizio-migliore-famiglie-imprese/&ved=2ahUKEwjPiIHbitiLAxVtUGwGHcwoMcUQxfQBegQICRAC&usg=AOvVaw0aupJWGblMv9qGxyT9TNeP;No;;https://www.tusciaweb.eu/2024/12/la-nostra-mission-offrire-servizio-migliore-famiglie-imprese;Claude;1
36;Alleanza Assicurazioni;Alleanza Assicurazioni: i numeri del "Patto per la crescita sostenibile" tra nuove competenze finanziarie e IA;http://www.msn.com/it-it/money/notizie/alleanza-assicurazioni-i-numeri-del-patto-per-la-crescita-sostenibile-tra-nuove-competenze-finanziarie-e-ia/ar-AA1yxe1I%3Focid%3Dfinance-verthp-feeds%26apiversion%3Dv2%26noservercache%3D1%26domshim%3D1%26renderwebcomponents%3D1%26wcseo%3D1%26batchservertelemetry%3D1%26noservertelemetry%3D1&ved=2ahUKEwiI5azI9NmLAxV25skDHTIEDZ4QxfQBegQIBxAC&usg=AOvVaw0egh3CiCSJ3VyfcDZ2ODOL;No;DUPLICATE;;Human;0
37;Alleanza Assicurazioni;ALLEANZA ASSICURAZIONI PRESENTA LE PRIORITA' STRATEGICHE;https://www.tuttointermediari.it/alleanza-assicurazioni-presenta-le-priorita-strategiche/&ved=2ahUKEwiI5azI9NmLAxV25skDHTIEDZ4QxfQBegQIBRAC&usg=AOvVaw3Py5DcjKujfoCDWIXDDvIQ;No;;https://www.tuttointermediari.it/alleanza-assicurazioni-presenta-le-priorita-strategiche;Claude;1
38;Unidea Assicurazioni;"La nostra mission è offrire il servizio migliore a famiglie e imprese...";https://www.tusciaweb.eu/2024/12/la-nostra-mission-offrire-servizio-migliore-famiglie-imprese/&ved=2ahUKEwioqcvN9NmLAxXGL9AFHarkA8wQxfQBegQICRAC&usg=AOvVaw2UrObAiSm04dbOmU-15Rng;No;;https://www.tusciaweb.eu/2024/12/la-nostra-mission-offrire-servizio-migliore-famiglie-imprese;Claude;1
